,name,len_img,ad
0,[2023어워즈/3년연속] 아누아 어성초 77 수딩 토너 350ml 어워즈 한정 기획 (본품+리필팩+진정마스크1매),9.0,"회

OLIVE YOUNG 단독 어워즈 한정기획
aclBS 버워스 토너 부문

*2021년 MD'sPICK, 2022년 1위, 2023년 2위

60    ^

OLIVE YOUNG
AWARDS

WINNER

aus

Ta
anua                            ouIve YOUNG
AWARDS
TLEAF yp                             ARTLEAF 77%
Hee Mask                          be RN  TONER

OLIVE YOUNG
AWA   DS
]

(OLIVE YOUNG 단독 어워즈 한정기획 )

아누아어성초수딩토너
한/정/기,획

구성 아누아어성초77수딩토너 35011 + 리필팩 3501 + 진정마스크 10H
No.1 Toner

Of+-0} HMA 77% El EL

네이버쇼핑 스킨/토너부문 19
2020.12.29 기준

Be
5 70만병

판,/매/돌/파
by

뷰티어워즈 8관왕의 빚나는
=

=

OLIVE YOUNG
AWARDS

WINNER

어성초 토너만
핀만족 구매자가 간증해요

은 이유가 있어요!

a

아누아 토너 구매한지 5번 정도는 되는 거 같아요

ESSE 8 많은 도움 받았어요!

… 1S 먹었어유!

통째 다시 사서 쓰고 있어요

실사용자가 입모아 말 org  해요
“써보면 못 바꿔요""

정말 문제성 피부 케어가 될까?
테스트로 증명된 제품 만속도

과한 피지 분비가 줄어들었다          100%

사용감에 대해 전체적으로 만족스럽다 QG%

×여드름성피부 사용 적합에 대한 인제적용시험 피험자 사용 후 주관적 설문 조사 결과 응답뮬(%) 개인차 있음

한국피부과학연구원 / 2022년 4월 25일 ~ 5월 23일 /만14~38세 남녀 31명

anua
HEARTLEAF 77%              7
SOOTHING TONER
O82 77% 수딩 토너
뭐가 다를까요?

느낌만이 아닌, 실제 인체적용 시험으로

4주후 피지 YAS 확인할 수 있어요

인체적용시험 4주 사용 변화

여드름성 피부사용 적

모공을 막지 않아 문제성 피

사용할 수 있는 인체적용시험 테스트

어성초 추출물로

아스 at — FT

수분은 가득하게
피부는 편안하게

피부 진정에 효과적인 성분인
어성초 추출물을 아낌없이 담아
예민하고 민감한 피부 진정에 도움을 줍니다.

ASH 1회사용직후

*한국피부과학연구원 /

자극 지수 0.00
예민해도 걱정 없어요!

anua        Th    | '
cn (ig

8&피부임상연구센타 / 시험기간

어성조 77% 수딩 토너 사용 후

일시적 수분량증가 효과

사용 직후

514.11%

체이스트트리추출물 | 우엉뿌리추출물 ：. 베타인

쇠비름추출물, 소듬하이알루로네이트 | 부틸렌글라이콜

하이드록시프로필트라이모늄하이알루로네이트

하이드롤라이즈드하이알루로닉데씨드 | 글리세린

마트리카리아꽃주출물 소듬아세틸레이트하이알루로네이트

하이알루로닉애씨드 진흙버섯주출물

소듬하이알루로네이트크로스폴리머 . 포타슴하이알루로네이트

ANUa

— et 7

이렇게 쓰면 더 좋아요!

-
<

4

4

Seal

예민한

7

부추천          과다피지 피부 추천

흡토 데일리수분중전 FE AAS 각질케어

환경을

—

is

각하는 아누아

지속 가능한 방식으로 숲을 보호하는
『566산림 인증을 받은  파키지와 식물성 잉크인
콩기름으로 인쇄하여 생분해 및 재활용이 용이합니다.

Samm Os

FSC FSc™ 172294
이제품은 RIALS Le 인쇄 제작팀

Key thing ymp

피부에 편안한 시간
나를 채우는 시간, 아누아

Anua
"
1,[12/4 하루특가][2023어워즈] 아비브 어성초 카밍 토너 스킨부스터 더블 기획 (200ml+200ml),4.0,"2023 올리브영 어워즈

WINNER

진정 케어의 기준

아비브 어성초 토너
O

OLIVE YOUNG
AWARDS
WINNER

스킨/토너

Extract,
heno}

OLIVE ("") YOUNG

어성초 토너
200ml 더블 어워즈 기획

[위

정기

dt

#UIBEL         ##저자극진정 #5555

구성. 어성초 토너 20001 + 20011

진정            2S           저자극          피부결
케어            보습            케어            정돈

OLIVE YOUNG
AWARDS

MD’s PICK

스킨/토너

.6이느마#10207-2300+내기저

화해 설문단
291인이 검증한

아비브 어성초 토너

피부가 진정된 것 같아요

%

민감한 프
계절 상관없이 사용하기 좋고

무엇보다 피부 진정에 좋아요!!!

부에는 어성초가 짱인 것 같아요.

님 | %ㅎㅎㅎㅎ

두 번째 재구매예요!
드가 궁금해서 제일 유명한 제품을
사용감이 너무 좋더라구요.

건성에 홍조가 조금 있는 피부인데 진정에 좋은 듯해요.

2**님 | *ㅎ*%ㅎㅎㅎ

스킨팩처럼 쓰니 진정이 잘되고

쿨링감이 넘쳐서 좋습니다. 계속 쓰고 싶어요.

님 okt

아비브 어성초는 청정 지역 지리산에서 시작합니다.

어성초 추출물은 피부 진정에 도움을 주고,

깨끗하고 건강한 피부로 가꾸어 줍니다.

80.40%개선

15.15
=    @

물리적 자극 후     시

ofp
PI
1

황금추출물 x 금은화추출물

피부의 온도를 낮춰주어 민감해진 피부를

편안하게 진정시켜줍니다.

*원료적 특성에 한함

rok
=         에  a …
0                          goyveM
*
이 to of                eo
2 4 여             Pe ae Je2 |e
= ilo =<                    qiav   i
om wg Ke                   >
야    =
이 yd 1S
bls x
uk oe ^
x1 2
iKd
118.66%개선

67.96

\

*인체 피부 일차자극 테스트

|치앤바이오 피부임상연구센터

매일 달라지는 피부 컨디션에 맞춰
다양하게 사용해 보세요!

1. 수분 진정

세안 후, 적당량의 토너를 덜
피부에 두드려 흡수시키면서

수분을 공급해주세요.

2. 피부결 정돈
아침 저녁 세안 후, 화장솜에
토너를 적당량 적셔 피부결을

따라 TAA] SO} 정돈해주세요.

아비브 어성초 토너와
함께해보세요.

거칠어진 피부결을
개선하고 싶으신 &

자극없는 순한 토너를
찾으시는 분

어성초 폼            어성초 오일워시        어성초 바디워시
#약산성 클렌저       #ASesHs       #진정바디케어

"
2,[한정기획] 라네즈 크림스킨 170ml 리필 기획 (+170ml 리필),10.0,"크림스킨 1+1리필팩 기획 세트

=

#1+1기획 세트

LANEIGE

=            CREAM SKIN
CCERAPEPTIOE™ REFINER

기획세트구성 ) 크림스킨170+리필팩170
오특 BEST [10월올영

비아</1+1최초] 라네즈 크림스킨
(1701701+리필170101)
33,0002

30% 23,1002!

오늘드림 증정

9 A

*2023/10/3 9~20A| 올리브영 전체 판매 랭킹 기준
=

LANEIGE

CREAM SKIN
REFINER

1세대               2세대

라네즈 재구매율 1위""
누적 판매 300만개돌파

Ww                       GLOWPICK
Fa       a               GLOWPICK
Fa

wyce see 글로무픽설무단

UNI BEST           ""a2 소라        mia ame or ~   보습력 민

“1914 1월~23년 6월 뷰티포인트 적립 자사판매 경로,
라네즈스킨케어 재구매율기준

CREAM SKIN CERAPEPTIDE™ REFINER

촉촉         탄탄          튼튼         저자극
보습         탄력          장벽          진정

흡수가 잘된다""                                  100%
피부가 촉촉해졌다""                           100%
피부속이 당기지 않는다""             96%
피부가 진정되었다3                             96%

*시험 기관: @엘리드, 시험 대상: 20~30대 여성 31명 (건성피부 27명)
시험 기간: 2022.0721~2022.08.19 / 1) 사용 직후 2) 사용 2주 후

LANEIGE
CREAM SKIN

Al2FHEHOIE™ SES 더해
습+탄력+장벽 케어를 동시에

림을 7300” 크기로 녹여
단계부터 IPA Ct 깊게

""라네즈 기존 크림 임자 크기와 비교한 값

a
첫

AAS 포뮬러로 87 순하게
11166 3가지피부테스

트 완료

미스트 펌프는 별도 판매 상품입니다

UPGRADE POINT 1                                   성분

Aj2PaEro|=™
보습은 강력하게,
이제는 탄력과 장벽까지

가
>
SSE
Sa
ES
|벽
KR       e                 x
(=a    =          é
R
y                             a
Efe:    ease
aS

사막같이 Ast ule 속,
축 떨어지는 탄력, 쉽게 무너지는 피부 장벽.

아직도 수분만 채우고 있나요?

2세대 크림스킨에 더해진
NEW AjeHHlefo|& 성분

피토 FeEfo|=

아세틸 BEehyE}O|E-11

스킨 제형에 최적화 시킨 하이드로 세라마이드

탄력 감소 방어 및 탄력 증진에 Sz}AIOl 23 Befole

(2)

120시간, 마르지 않는 보습

1836%

바르기전           바른직후
크림 스킨을 바른 직후

AMIE, 시험 대상: 20~30대 여성 30명 (건성피부 28명)
시험 기간.2022.0728~2022.08.03

120시간후
*바른직후 10ㅁ53% 이미지, 120시간 후 TOP 6% 이미지

120시간까지 속보습이 지속되어요

@) BSS 유지해주는 힘, 탄력과 장벽!
탄력 개선                       장벽강화

바르기전         4주후             바르기전         4주후

크림 스킨 사용 반병*만으로
탄력은 8.94% 개선되고, 장벽은 8.16% 강화되어
피부 속부터 겉까지 더 건강하게,
강력한 보습이 더 오래 갈 수 있어요

“121 2회 2.801Ｌ 로 4주 사용 기준

*시험 기관: MAIS, 시험 대상: 20~30대 여성 31명 (건성피부 27명)
시험 기간. 2022.0721~2022.0819

UPGRADE POINT 2                                  기술

y =
Micro Blending
Technology™ —

첫 단계니까
깊

크림을 스킨으로 녹이는 기술
Micro  Blend  ng Technology™

arnt

mie
, @            이인
Ad   (0             개
“e   @            가
@          …ㆍ
HlebEJEfol= 크림               1/300 입자 스콘

고압의 블랜딩 공정으로 AeHeE}o|e 크림을
1/300*단위로 쪼개어 스킨으로 안정화 시켰어요.

""라네즈 기존 크림 입자 크기와 비교한 값

크림 ie 한 제형 기술로
압도적인 보습이 가능해졌어요.

@                         크림 스킨이 내는 차이
일반 스킨*\/6 크림 스킨

스킨만                           스킨+크림
사용했을 때                        사용했을 때
“라네즈 구형 스킨/크림
일반 Aza} 크림 스킨, 얼마나 차이가 날까요?

크림을 단계별로 발랐을 때보다
크림 스킨과 크림을 함께 바르면 보습 슴 시너지가 나요.

""시험 기관: 084<피부임상연구센타,
험 대상: 20~30대 여성 36명 (건성피부 80%이상)
시험 기간: 2022.10.14~2022.10.28

=

사용감

UPGRADE POINT 3

<1 <H

1년에단 한번, A 찾잎을 수회
아모러퍼시픽 특화 재배범으로
광합성량을 조절한 하얀 Sh

re [°
대비

일반 녹차 대비 아미노산 3배 더 풍부한
진정 성분 ""화이트 리프 티'

        하나를 발라도 순하게

외부자극에의한일시적 붉은기회복률

40.76%

. 회복 ，

적외선노출        크림스킨적용후

진정에 효과적인 화이트 리프 티를 2배 증량해
외부 자극에 의한 일시적 붉은기를 40.76% 회복
""시험 기관: 084<피부임상연구센타

시험 대상: 20~30대 여성 36명 (건성피부 80%이상)
시험 기간:20221014~202270.28

저자극 포뮬러

12-FREE

이포알러지
스트 완료

모 on

모비
>
im
bs)
ku

민감성 피부

/ 테스트 완료

크림 스킨의

새로운 사용법
#집에서도 칙 )
(#사무실에서도 _칙   4

프랑스 수입산 펌프로 고운 안개분사!
이제는 크림 스킨의 보습력을 언제 어디서나 느껴보세요

※ 미스트 펌프는 별도 판매 상품입니다
플라스틱 Of 90%절감하고 가격까지 더 착한 리필!
환경도 비용도 조금씩 아껴주세요

※ 리필은 별도 판매 상품입니다
FSc
mo
에
50"" 6102823

지속 가능한 산람

CREAM SKIN
CERAPEPTIDE™
REFINER

림을 실현하기 위해                        손쉬운 분리배출 및

FSC 인증을 획득한         우수한 재활용을 위해
단상자 지류를 사용했어요                 리무버블 라벨을 사용했어요

리필 재활용

라네즈 최초 스킨케어 리필                     물발자국 측정을 완료하여
도입하여 본품 대비            물 사용량을 줄이고 효율적인
플라스틱 양을 90% 절감했어요              수자원 활용을 위해 노력했어요

in

LANEIGE
CREAM SKIN
>TIDE™ REFINER

01

92

안심하고 사용하세요

크림 스킨 본품의 A 또는 안에
본토 ‘z0| Por 않으나,
에 내용물을 안전하게 막아주는
구조적 설계가 되어있습니다.

아모레퍼시픽에서는
개봉하지 않은 새제품만 보내드리는 것을
약속드리오니, 안심하고 사용하셔도 됩니다.

EASY PEEL @

©
주의사항

식물 유래 오일이 함유된 포뮬러 특성 상
흰색 띠 형태의 오일막이 생길 수 있으나,
제품에 이상이 있는 것이 아니며,

용기를 2-3희 흔든 후 사용해 주세요

저온에서 장기간 보관시

크림을 그대로 녹여낸 제형 특성 상
크림 성분이 보일 수 있으나
제품에 이상이 있는 것이 아니며,
체온에서 녹여 사용하시면 됩니다

"
